kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,is_candidate
11709006,K08061.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,1,0,0,0,0.719741,0.0005031,-0.0005031,131.898,0.43,-0.43,0.275,0.202,-0.275,2.628,0.613,-0.613,32.2,37.1,-37.1,0.57,0.06,-0.03,2074.0,,,4398.76,1549.62,-799.53,6.5,5.0,q1_q17_dr25_tce,6014.0,120.0,-132.0,4.486,0.024,-0.096,0.993,0.117,-0.054,289.7356,49.859787,8.777,0
8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,27.9541337,0.0001727,-0.0001727,178.73791,0.00397,-0.00397,0.063,0.402,-0.063,3.95,0.138,-0.138,942.5,39.6,-39.6,1.9,0.13,-0.06,400.0,,,6.04,1.39,-0.81,25.4,3.0,q1_q17_dr25_tce,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,0.043,-0.02,285.16833,44.026459,15.791,1
5695396,K00283.03,,CANDIDATE,CANDIDATE,,0,0,0,0,9.48814747,6.148e-05,-6.148e-05,139.17907,0.00496,-0.00496,0.5693,0.0874,-0.4352,1.163,0.194,-0.194,47.9,7.2,-7.2,0.73,0.13,-0.06,856.0,,,126.75,63.38,-28.75,11.1,3.0,q1_q17_dr24_tce,5680.0,104.0,-113.0,4.414,0.072,-0.072,1.016,0.184,-0.086,288.53082,40.942299,11.525,1
9239670,K08282.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,456.55308,0.01288,-0.01288,527.3529,0.0172,-0.0172,0.673,0.038,-0.5,4.435,0.609,-0.609,116.2,20.1,-20.1,1.48,0.32,-0.39,270.0,,,1.26,0.78,-0.64,7.3,1.0,q1_q17_dr25_tce,5678.0,142.0,-128.0,4.161,0.26,-0.14,1.298,0.278,-0.34,298.90518,45.61084,11.858,0
11912941,K04481.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.74784374,4.21e-05,-4.21e-05,134.19157,0.00921,-0.00921,0.093,0.373,-0.093,3.658,0.262,-0.262,116.5,10.9,-10.9,1.08,0.32,-0.13,1226.0,,,534.57,469.74,-174.27,12.8,1.0,q1_q17_dr25_tce,6122.0,171.0,-214.0,4.471,0.05,-0.2,0.996,0.296,-0.118,290.97906,50.258148,15.13,0
6033602,K05225.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,33.2948005,0.0004703,-0.0004703,141.5302,0.0115,-0.0115,0.03,0.4141,-0.0299,2.997,0.351,-0.351,215.7,37.9,-37.9,1.46,0.58,-0.14,600.0,,,30.67,35.55,-8.71,6.6,1.0,q1_q17_dr24_tce,6217.0,163.0,-202.0,4.472,0.048,-0.287,0.989,0.391,-0.095,288.90735,41.35582,15.252,0
3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,66.4159789,0.0003626,-0.0003626,188.13988,0.00476,-0.00476,0.371,0.039,-0.371,7.061,0.133,-0.133,2053.2,67.3,-67.3,3.44,0.65,-0.28,376.0,,,4.71,3.0,-1.25,33.6,1.0,q1_q17_dr25_tce,5383.0,204.0,-185.0,4.603,0.03,-0.12,0.759,0.143,-0.061,291.95099,38.251701,15.983,1
11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.7577652,0.0001215,-0.0001215,142.06826,0.0036,-0.0036,0.896,0.025,-0.619,6.998,0.13,-0.13,458.7,13.8,-13.8,2.44,0.71,-0.24,644.0,,,40.74,35.18,-11.73,37.6,1.0,q1_q17_dr25_tce,6106.0,163.0,-199.0,4.487,0.048,-0.192,0.966,0.285,-0.095,293.88177,49.683151,14.49,1
7978202,K05454.01,Kepler-1630 b,CONFIRMED,CANDIDATE,,0,0,0,0,509.997402,0.003256,-0.003256,276.73122,0.00391,-0.00391,0.0254,0.4275,-0.0248,8.481,0.165,-0.165,1267.0,45.2,-45.2,2.62,0.45,-0.27,182.0,,,0.26,0.16,-0.07,35.3,1.0,q1_q17_dr24_tce,5037.0,196.0,-157.0,4.54,0.066,-0.157,0.756,0.13,-0.077,297.5083,43.710949,14.15,1
9964748,K02496.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.183818383,4.977e-06,-4.977e-06,131.88403,0.00324,-0.00324,0.17,0.288,-0.17,1.393,0.118,-0.118,84.3,8.0,-8.0,0.91,0.31,-0.1,1775.0,,,2337.65,2297.68,-734.59,12.7,1.0,q1_q17_dr25_tce,6014.0,168.0,-210.0,4.459,0.054,-0.216,0.992,0.33,-0.11,297.04852,46.867981,14.675,0
8360041,K04854.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,2.63527677,2.09e-05,-2.09e-05,133.97919,0.00527,-0.00527,0.646,0.015,-0.5,1.997,0.2,-0.2,70.4,7.9,-7.9,0.76,0.05,-0.06,1136.0,,,394.32,83.99,-77.27,10.7,1.0,q1_q17_dr25_tce,5215.0,83.0,-83.0,4.496,0.066,-0.05,0.864,0.058,-0.064,289.80804,44.362518,14.342,1
6765563,K05324.01,,CANDIDATE,CANDIDATE,,0,0,0,0,293.392635,0.004655,-0.004655,341.2263,0.0129,-0.0129,0.1322,0.3397,-0.1322,3.661,0.264,-0.264,518.8,55.7,-55.7,6.84,3.92,-1.49,428.0,,,7.93,13.47,-3.57,9.9,1.0,q1_q16_tce,5203.0,116.0,-133.0,3.489,0.182,-0.337,3.055,1.748,-0.668,287.90686,42.208721,13.705,1
5039053,K05121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,401.38712,0.01471,-0.01471,328.5916,0.0348,-0.0348,0.666,0.276,-0.456,32.21,1.1,-1.1,166.2,10.3,-10.3,2.04,0.35,-0.43,303.0,,,1.98,0.88,-0.81,18.6,1.0,q1_q17_dr25_tce,5858.0,79.0,-79.0,4.12,0.168,-0.098,1.498,0.256,-0.313,298.32886,40.147171,12.616,0
3098197,K03362.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,30.47639859,5.97e-05,-5.97e-05,156.24007,0.00161,-0.00161,0.92,0.071,-0.042,17.9728,0.0879,-0.0879,130570.0,684.0,-684.0,43.01,9.95,-3.33,542.0,,,20.39,13.98,-4.83,236.2,1.0,q1_q17_dr25_tce,5913.0,159.0,-159.0,4.585,0.04,-0.16,0.787,0.182,-0.061,286.00461,38.28471,14.84,0
7906882,K00686.01,,CANDIDATE,CANDIDATE,0.952,0,0,0,0,52.513548727,6.133e-06,-6.133e-06,171.6745959,9.47e-05,-9.47e-05,0.679,0.008,-0.01,3.2743,0.0118,-0.0118,14252.0,21.1,-21.1,12.43,1.67,-1.22,472.0,,,11.73,4.61,-2.92,825.0,1.0,q1_q17_dr25_tce,5589.0,111.0,-111.0,4.421,0.086,-0.105,0.98,0.132,-0.096,296.84076,43.647121,13.579,1
4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,179.609803,0.0001823,-0.0001823,295.330361,0.000447,-0.000447,0.711,0.011,-0.4,13.755,0.119,-0.119,1273.0,7.7,-7.7,5.47,0.34,-0.28,389.0,,,5.41,1.03,-0.78,184.6,2.0,q1_q17_dr25_tce,5880.0,78.0,-78.0,4.154,0.033,-0.027,1.433,0.09,-0.072,288.98456,40.064529,12.287,1
10616415,K01999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.120646438,1.382e-06,-1.382e-06,131.59197,0.001,-0.001,1.182,4.989,-0.013,1.7664,0.0564,-0.0564,322.5,8.7,-8.7,89.35,29.39,-44.08,2783.0,,,14127.22,13929.17,-10952.97,45.7,1.0,q1_q17_dr25_tce,4972.0,148.0,-163.0,3.449,0.483,-0.241,4.034,1.327,-1.99,297.61398,47.811401,13.695,0
7622486,K01447.02,,FALSE POSITIVE,FALSE POSITIVE,0.957,0,1,0,0,2.27999662,1.07e-06,-1.07e-06,133.640649,0.000391,-0.000391,0.739,0.007,-0.011,5.7777,0.0362,-0.0362,12831.0,51.5,-51.5,20.74,5.52,-6.75,2000.0,,,3775.07,2992.77,-2287.62,366.8,2.0,q1_q17_dr25_tce,6594.0,187.0,-234.0,4.051,0.293,-0.158,1.691,0.45,-0.55,296.02509,43.234875,13.092,0
9366989,K01785.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.219034472,7.77e-07,-7.77e-07,132.100235,0.000557,-0.000557,0.075,0.371,-0.075,2.151,0.0445,-0.0445,6923.8,75.8,-75.8,9.82,2.87,-1.55,1845.0,,,2734.97,2358.69,-1051.01,99.2,1.0,q1_q17_dr25_tce,5833.0,162.0,-203.0,4.333,0.124,-0.201,1.192,0.348,-0.188,299.97183,45.809738,14.914,0
6221385,K06145.02,Kepler-1641 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,32.657035,0.003033,-0.003033,152.881,0.114,-0.114,0.007,0.431,-0.007,5.953,0.239,-0.239,620.4,37.1,-37.1,3.73,1.01,-1.01,767.0,,,81.91,65.74,-44.13,17.9,2.0,q1_q17_dr25_tce,6486.0,181.0,-227.0,4.136,0.246,-0.164,1.485,0.402,-0.402,296.35944,41.574532,14.263,1
10734441,K05824.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,247.47724314,,,195.2104849,,,,,,7.6,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,293.14627,48.058331,15.78,0
1717528,K06255.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,9.31392071,6.918e-05,-6.918e-05,135.7783,0.00605,-0.00605,0.1287,0.3959,-0.1286,0.971,0.24,-0.24,163.7,40.4,-40.4,1.25,0.53,-0.11,884.0,,,144.19,176.89,-39.76,6.6,1.0,q1_q17_dr24_tce,6032.0,153.0,-194.0,4.485,0.044,-0.044,0.973,0.408,-0.089,290.57657,37.290539,14.574,0
8127586,K01752.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,16.6094904,0.0001412,-0.0001412,147.61311,0.00715,-0.00715,0.631,0.326,-0.422,3.189,0.228,-0.228,272.9,25.4,-25.4,1.82,0.56,-0.28,766.0,,,81.28,75.91,-30.81,12.7,1.0,q1_q17_dr25_tce,6047.0,189.0,-210.0,4.395,0.105,-0.195,1.05,0.323,-0.162,300.43979,43.930729,14.926,0
6432059,K01229.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.76973817,,,133.2965754,,,,,,2.5,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,288.03989,41.818359,14.84,0
5181299,K05134.01,,CANDIDATE,CANDIDATE,,0,0,0,0,573.23826,0.01076,-0.01076,343.313,0.0133,-0.0133,0.0078,0.4588,-0.0077,2.641,0.504,-0.504,470.1,87.8,-87.8,6.93,3.26,-1.99,338.0,,,3.09,4.27,-1.7,6.8,1.0,q1_q16_tce,5172.0,126.0,-159.0,3.534,0.228,-0.303,3.264,1.536,-0.935,290.09991,40.386581,13.815,1
6850504,K00070.01,Kepler-20 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.854095934,4.977e-06,-4.977e-06,138.608031,0.000378,-0.000378,0.422,0.034,-0.358,3.7768,0.0204,-0.0204,1034.4,4.5,-4.5,2.99,0.33,-0.27,765.0,,,80.88,26.8,-19.06,252.8,1.0,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498,1
10418797,K00741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,23.355341391,2.817e-06,-2.817e-06,169.8339432,9.05e-05,-9.05e-05,0.842,0.009,-0.001,4.60672,0.0069,-0.0069,38524.0,52.6,-52.6,21.55,5.8,-1.93,601.0,,,30.96,24.58,-8.24,1144.3,1.0,q1_q17_dr25_tce,5754.0,156.0,-173.0,4.534,0.035,-0.196,0.905,0.244,-0.081,296.95724,47.55381,15.278,0
10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,0.129,1,0,0,0,370.2402,0.0205,-0.0205,307.3322,0.0289,-0.0289,1.239,7.056,-0.341,31.46,2.2,-2.2,1272.6,76.7,-76.7,29.24,9.23,-3.09,270.0,,,1.26,1.17,-0.39,20.5,1.0,q1_q17_dr25_tce,6296.0,169.0,-226.0,4.481,0.052,-0.208,0.966,0.305,-0.102,291.29425,47.944511,15.59,0
6603756,K01729.01,,FALSE POSITIVE,FALSE POSITIVE,0.921,0,1,0,0,5.204286663,6.136e-06,-6.136e-06,135.885314,0.000969,-0.000969,0.272,0.11,-0.155,6.2598,0.0678,-0.0678,35221.0,275.0,-275.0,16.0,2.56,-2.11,934.0,,,180.12,94.3,-60.46,153.0,1.0,q1_q17_dr25_tce,5332.0,167.0,-167.0,4.471,0.108,-0.12,0.86,0.138,-0.113,291.09161,42.058479,15.424,0
6715997,K06762.01,,CANDIDATE,CANDIDATE,,0,0,0,0,15.08186,0.0003259,-0.0003259,141.7289,0.0192,-0.0192,0.7171,0.2547,-0.4897,4.004,0.621,-0.621,81.6,17.5,-17.5,0.98,0.35,-0.15,758.0,,,78.11,83.47,-27.42,7.1,1.0,q1_q17_dr24_tce,5794.0,163.0,-156.0,4.377,0.126,-0.126,1.012,0.365,-0.151,297.83545,42.11039,14.45,1
3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.949641315,,,148.9825267,,,0.945,,,11.6411,,,67.8,,,2.06,1.15,-1.15,753.0,,,76.14,134.58,-62.86,7.6,1.0,q1_q17_dr25_tce,5109.0,169.0,-138.0,3.873,0.693,-0.297,1.922,1.074,-1.074,293.68207,39.01112,13.956,0
8753657,K00321.02,Kepler-406 c,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.62334491,1.691e-05,-1.691e-05,132.37083,0.00293,-0.00293,0.388,0.076,-0.388,3.0189,0.0819,-0.0819,62.0,2.7,-2.7,0.77,0.12,-0.05,1050.0,,,287.25,123.97,-52.24,25.2,2.0,q1_q17_dr25_tce,5678.0,102.0,-124.0,4.484,0.03,-0.12,0.97,0.15,-0.053,291.84805,44.96822,12.52,1
11341266,K05886.01,,CANDIDATE,CANDIDATE,,0,0,0,0,284.87177,0.01685,-0.01685,333.9721,0.0487,-0.0487,0.0404,0.391,-0.0402,15.63,1.4,-1.4,106.7,12.5,-12.5,1.84,0.8,-0.62,401.0,,,6.1,7.91,-3.81,10.1,1.0,q1_q16_tce,6437.0,191.0,-239.0,4.004,0.292,-0.221,1.773,0.762,-0.602,286.79611,49.19426,13.074,1
3326377,K01830.01,Kepler-967 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.22714056,2.728e-05,-2.728e-05,142.20251,0.00166,-0.00166,0.013,0.406,-0.013,3.2861,0.051,-0.051,812.0,17.8,-17.8,2.22,0.15,-0.12,638.0,,,39.1,9.11,-6.79,51.8,1.0,q1_q17_dr25_tce,5180.0,103.0,-103.0,4.548,0.036,-0.054,0.8,0.054,-0.043,286.55807,38.405369,14.443,1
7499398,K01473.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,23.02028478,2.765e-05,-2.765e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604.0,,,31.4,26.25,-9.06,97.2,1.0,q1_q17_dr25_tce,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573,1
4075067,K03777.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,17.7476059,0.0003751,-0.0003751,139.3464,0.016,-0.016,1.25,6.792,-0.061,5.066,0.916,-0.916,877.0,146.0,-146.0,146.63,14.23,-85.39,1998.0,,,3768.37,1378.8,-3229.1,7.6,1.0,q1_q17_dr25_tce,8992.0,289.0,-434.0,3.535,0.56,-0.029,4.832,0.469,-2.814,295.86945,39.15881,11.5,1
3965201,K07546.01,,CANDIDATE,CANDIDATE,,0,0,0,0,44.113873,0.001449,-0.001449,164.8337,0.0254,-0.0254,0.032,0.419,-0.032,3.956,0.842,-0.842,196.3,31.0,-31.0,4.9,0.88,-1.62,1158.0,,,424.45,238.17,-262.15,6.6,4.0,q1_q17_dr24_tce,7854.0,227.0,-311.0,3.669,0.258,-0.258,3.462,0.624,-1.141,294.31064,39.049702,12.667,1
8265520,K07005.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.2089181,0.0001126,-0.0001126,136.6828,0.0148,-0.0148,0.6977,0.2628,-0.4744,2.292,0.399,-0.399,1664.0,242.0,-242.0,9.2,5.25,-4.48,1378.0,,,853.5,1591.18,-663.09,8.4,1.0,q1_q17_dr24_tce,5548.0,210.0,-227.0,3.797,0.515,-0.515,2.113,1.207,-1.028,301.21725,44.13343,16.984,0
6527016,K07783.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.542636318,1.569e-06,-1.569e-06,131.95581,0.00265,-0.00265,0.056,0.408,-0.056,1.2536,0.0877,-0.0877,74.6,5.6,-5.6,1.39,0.74,-0.74,2659.0,,,11844.28,19392.48,-9536.55,17.3,1.0,q1_q17_dr25_tce,5277.0,158.0,-158.0,3.96,0.585,-0.27,1.633,0.867,-0.867,293.27213,41.95142,14.458,0
7601918,K04133.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.621361411,1.311e-06,-1.311e-06,131.67283,0.0019,-0.0019,0.017,0.452,-0.017,1.0628,0.0619,-0.0619,45.0,2.2,-2.2,1.12,0.26,-0.31,2913.0,,,17004.65,11436.51,-9116.67,24.6,1.0,q1_q17_dr25_tce,6234.0,169.0,-188.0,4.046,0.234,-0.126,1.66,0.375,-0.458,289.98096,43.299492,12.696,0
8823833,K03968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.50650136,4.679e-06,-4.679e-06,132.98952,0.00285,-0.00285,0.556,0.04,-0.455,3.1126,0.0843,-0.0843,66.9,1.9,-1.9,0.8,0.17,-0.14,1562.0,,,1403.44,909.44,-553.82,41.9,1.0,q1_q17_dr25_tce,5607.0,151.0,-151.0,4.381,0.176,-0.144,0.948,0.206,-0.169,293.7749,45.087639,12.903,0
10535708,K05801.01,,CANDIDATE,CANDIDATE,,0,0,0,0,177.37583,0.01611,-0.01611,169.0841,0.0452,-0.0452,0.0539,0.4063,-0.0539,21.14,1.6,-1.6,459.7,48.5,-48.5,1.96,0.81,-0.17,314.0,,,2.29,2.83,-0.6,12.4,1.0,q1_q16_tce,5849.0,159.0,-185.0,4.517,0.034,-0.3,0.919,0.382,-0.077,292.11447,47.729462,15.609,1
2853093,K01099.01,Kepler-767 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,161.5278347,0.0003206,-0.0003206,198.00137,0.00146,-0.00146,0.0,0.333,0.0,3.6734,0.0575,-0.0575,4653.6,99.6,-99.6,8.19,1.36,-1.23,366.0,,,4.25,1.85,-1.35,54.7,1.0,q1_q17_dr25_tce,5778.0,78.0,-78.0,4.285,0.137,-0.112,1.213,0.201,-0.183,291.57916,38.035831,15.435,1
9641076,K04250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.17818699,1.527e-05,-1.527e-05,132.00477,0.00615,-0.00615,0.553,0.403,-0.349,2.686,0.166,-0.166,115.8,8.9,-8.9,1.03,0.27,-0.16,1347.0,,,776.45,601.66,-282.1,15.4,1.0,q1_q17_dr25_tce,5584.0,166.0,-149.0,4.428,0.12,-0.18,0.932,0.239,-0.147,288.0498,46.35833,15.123,0
6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.583520948,4.18e-06,-4.18e-06,169.973972,0.000733,-0.000733,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038.0,,,274.98,239.18,-77.52,99.5,1.0,q1_q17_dr25_tce,5815.0,157.0,-175.0,4.54,0.038,-0.212,0.877,0.26,-0.087,299.18686,41.74268,15.287,1
11855538,K07485.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.521265,0.001108,-0.001108,132.848,0.385,-0.385,0.463,0.07,-0.463,2.69,8.1,-8.1,36.5,15.1,-15.1,1.16,0.27,-0.39,2049.0,,,4175.66,2896.7,-2514.7,5.9,1.0,q1_q17_dr25_tce,6306.0,189.0,-142.0,3.828,0.315,-0.135,1.874,0.425,-0.637,286.70947,50.165909,12.227,0
3240706,K01098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.48990788,1.678e-05,-1.678e-05,134.10438,0.00252,-0.00252,1.199,18.31,-0.152,4.02,0.129,-0.129,598.9,18.9,-18.9,23.6,6.18,-2.21,1039.0,,,275.65,211.83,-77.37,36.7,1.0,q1_q17_dr25_tce,5982.0,160.0,-195.0,4.493,0.046,-0.184,0.96,0.251,-0.09,292.85608,38.37257,15.03,0
2449245,K06274.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,18.1772927,0.0004901,-0.0004901,145.8085,0.02,-0.02,0.039,0.43,-0.039,4.703,0.758,-0.758,213.1,32.0,-32.0,1.5,0.47,-0.16,737.0,,,69.62,64.86,-21.95,7.9,1.0,q1_q17_dr25_tce,6158.0,171.0,-236.0,4.455,0.052,-0.208,1.026,0.324,-0.108,292.73026,37.787182,15.324,1
10487228,K05798.01,,CANDIDATE,CANDIDATE,,0,0,0,0,318.25858,0.01126,-0.01126,276.1817,0.0212,-0.0212,0.0281,0.5168,-0.028,4.39,1.0,-1.0,756.0,220.0,-220.0,2.03,0.32,-0.15,212.0,,,0.48,0.25,-0.11,6.0,1.0,q1_q16_tce,5108.0,163.0,-140.0,4.596,0.028,-0.102,0.759,0.12,-0.057,297.69525,47.605862,15.714,1
5792202,K00841.04,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,269.306232,0.007251,-0.007251,285.6272,0.016,-0.016,1.219,69.55,-1.087,14.931,0.978,-0.978,1708.0,109.0,-109.0,24.0,2.35,-0.85,235.0,,,0.72,0.21,-0.11,18.1,4.0,q1_q17_dr25_tce,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855,1
8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.41926141,2.322e-05,-2.322e-05,137.66894,0.00166,-0.00166,0.242,0.182,-0.242,3.9908,0.0545,-0.0545,915.6,18.1,-18.1,1.48,0.16,-0.23,419.0,,,7.32,3.38,-2.98,58.0,1.0,q1_q17_dr25_tce,3823.0,167.0,-184.0,4.765,0.077,-0.056,0.492,0.054,-0.074,286.07523,44.664639,15.314,1
8314801,K07018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,37.183276326,5.698e-06,-5.698e-06,158.645758,0.000123,-0.000123,0.003,0.003,-0.003,14.0996,0.00541,-0.00541,221200.0,99.1,-99.1,55.0,16.34,-14.74,594.0,,,29.41,26.25,-15.28,2648.4,1.0,q1_q17_dr25_tce,5657.0,169.0,-152.0,4.23,0.294,-0.196,1.168,0.347,-0.313,296.8732,44.241341,13.84,0
7177892,K06838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.386249249,2.3e-07,-2.3e-07,132.742206,0.000136,-0.000136,1.135,0.035,-0.03,2.99104,0.00809,-0.00809,47188.0,86.9,-86.9,78.6,22.83,-22.83,2137.0,,,4939.8,4366.47,-2813.33,560.0,1.0,q1_q17_dr25_tce,6226.0,195.0,-239.0,4.135,0.24,-0.18,1.594,0.463,-0.463,283.16901,42.792114,11.766,0
3749508,K07544.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.065731229,5.74e-07,-5.74e-07,132.039287,0.000446,-0.000446,1.277,5.118,-0.055,1.7499,0.0249,-0.0249,3639.6,42.5,-42.5,384.26,72.63,-217.9,5118.0,,,161806.81,89420.71,-135262.1,109.2,1.0,q1_q17_dr25_tce,6244.0,148.0,-204.0,2.897,0.512,-0.096,10.105,1.91,-5.731,292.1059,38.83622,13.151,0
8822366,K01282.01,Kepler-805 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,30.8639476,0.000107,-0.000107,162.88077,0.00279,-0.00279,0.907,0.014,-0.649,8.864,0.11,-0.11,256.5,4.7,-4.7,3.01,0.16,-0.13,743.0,,,72.05,12.48,-9.15,63.0,1.0,q1_q17_dr25_tce,5977.0,80.0,-80.0,4.08,0.02,-0.018,1.571,0.086,-0.063,293.22995,45.05331,12.547,1
9714358,K06073.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.474202359,7.05e-07,-7.05e-07,134.3950738,8.99e-05,-8.99e-05,0.448,0.004,-0.006,3.35989,0.00583,-0.00583,203490.0,206.0,-206.0,28.96,2.51,-2.27,717.0,,,62.47,20.51,-15.49,1284.0,1.0,q1_q17_dr25_tce,4947.0,148.0,-148.0,4.636,0.065,-0.035,0.624,0.054,-0.049,293.54028,46.437279,14.998,0
5955197,K08111.01,,CANDIDATE,CANDIDATE,0.223,0,0,0,0,359.33831,0.01173,-0.01173,152.5082,0.0309,-0.0309,0.176,0.279,-0.176,18.566,0.908,-0.908,977.9,71.7,-71.7,2.33,0.31,-0.29,216.0,,,0.52,0.26,-0.17,15.8,1.0,q1_q17_dr25_tce,5316.0,204.0,-186.0,4.539,0.085,-0.076,0.753,0.102,-0.092,290.14304,41.27755,15.825,1
10212441,K02342.01,Kepler-1199 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.0447098,0.0001181,-0.0001181,133.20895,0.00584,-0.00584,0.022,0.407,-0.022,5.823,0.186,-0.186,97.9,4.9,-4.9,1.51,0.25,-0.38,931.0,,,177.24,83.26,-82.46,23.4,1.0,q1_q17_dr25_tce,5798.0,116.0,-81.0,4.025,0.208,-0.112,1.525,0.252,-0.378,293.72586,47.24704,13.037,1
10591578,K05811.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,44.51439331,,,172.4645281,,,,,,1.55,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,288.27332,47.876881,14.424,0
3832716,K00027.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.141877248,6.6e-08,-6.6e-08,170.3386848,4.62e-05,-4.62e-05,0.598,0.007,-0.007,4.33931,0.00301,-0.00301,309490.0,177.0,-177.0,88.62,25.78,-25.78,2184.0,,,5358.79,4593.18,-2978.79,2036.3,1.0,q1_q17_dr25_tce,6158.0,169.0,-188.0,4.152,0.286,-0.176,1.368,0.398,-0.398,285.39404,38.904911,13.418,0
